movieId,title,rating,imdbId,tmdbId,content
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),2.71,116126,10607.0,Comedy Crime 
64,Two if by Sea (1996),2.2,118002,19760.0,Comedy Romance 
65,Bio-Dome (1996),2.53,115683,9536.0,Comedy 
66,Lawnmower Man 2: Beyond Cyberspace (1996),2.5,116839,11525.0,Action Sci-Fi Thriller 
68,French Twist (Gazon maudit) (1995),3.4,113149,4482.0,Comedy Romance 
69,Friday (1995),3.78,113118,10634.0,Comedy 
70,From Dusk Till Dawn (1996),3.51,116367,755.0,Action Comedy Horror Thriller 
71,Fair Game (1995),1.7,113010,11859.0,Action 
72,Kicking and Screaming (1995),3.21,113537,28387.0,Comedy Drama 
73,"Misérables, Les (1995)",3.46,113828,48750.0,Drama War 
74,Bed of Roses (1996),4.0,115644,20927.0,Drama Romance 
75,Big Bully (1996),2.2,115676,36929.0,Comedy Drama 
76,Screamers (1995),3.4,114367,9102.0,Action Sci-Fi Thriller 
77,Nico Icon (1995),4.0,113973,124626.0,Documentary 
78,"Crossing Guard, The (1995)",3.33,112744,27526.0,Action Crime Drama Thriller 
79,"Juror, The (1996)",2.76,116731,9623.0,Drama Thriller 
80,"White Balloon, The (Badkonake sefid) (1995)",4.0,112445,46785.0,Children Drama 
81,Things to Do in Denver When You're Dead (1995),3.11,114660,400.0,Crime Drama Romance 
82,Antonia's Line (Antonia) (1995),3.88,112379,880.0,Comedy Drama 
83,Once Upon a Time... When We Were Colored (1995),3.0,114039,146599.0,Drama Romance 
85,Angels and Insects (1995),3.86,112365,8447.0,Drama Romance 
86,White Squall (1996),3.97,118158,10534.0,Action Adventure Drama 
87,Dunston Checks In (1996),2.5,116151,17414.0,Children Comedy 
88,Black Sheep (1996),3.16,115697,13997.0,Comedy 
89,Nick of Time (1995),3.25,113972,2086.0,Action Thriller 
92,Mary Reilly (1996),2.62,117002,9095.0,Drama Horror Thriller Jekyll and Hyde
93,Vampire in Brooklyn (1995),2.83,114825,12158.0,Comedy Horror Romance 
94,Beautiful Girls (1996),3.95,115639,9283.0,Comedy Drama Romance 
95,Broken Arrow (1996),3.02,115759,9208.0,Action Adventure Thriller 
96,In the Bleak Midwinter (1995),3.5,113403,40154.0,Comedy Drama theater
97,"Hate (Haine, La) (1995)",3.9,113247,406.0,Crime Drama 
99,Heidi Fleiss: Hollywood Madam (1995),5.0,113283,63076.0,Documentary 
100,City Hall (1996),2.79,115907,11062.0,Drama Thriller 
101,Bottle Rocket (1996),3.78,115734,13685.0,Adventure Comedy Crime Romance crime off-beat comedy quirky
102,Mr. Wrong (1996),2.4,117102,47475.0,Comedy 
103,Unforgettable (1996),3.0,118040,2045.0,Mystery Sci-Fi Thriller 
104,Happy Gilmore (1996),3.44,116483,9614.0,Comedy Adam Sandler golf test tag
105,"Bridges of Madison County, The (1995)",3.28,112579,688.0,Drama Romance 
106,Nobody Loves Me (Keiner liebt mich) (1994),4.0,110251,11907.0,Comedy Drama 
107,Muppet Treasure Island (1996),3.33,117110,10874.0,Adventure Children Comedy Musical muppets
108,Catwalk (1996),4.0,112646,89333.0,Documentary 
110,Braveheart (1995),4.03,112573,197.0,Action Drama War Medieval Oscar (Best Cinematography) Scotland beautiful scenery epic historical inspirational mel gibson revenge sword fight
111,Taxi Driver (1976),4.11,75314,103.0,Crime Drama Thriller assassination
112,Rumble in the Bronx (Hont faan kui) (1995),3.54,113326,33542.0,Action Adventure Comedy Crime 
113,Before and After (1996),3.33,115645,43566.0,Drama Mystery 
116,Anne Frank Remembered (1995),3.9,112373,51352.0,Documentary Holocaust
117,"Young Poisoner's Handbook, The (1995)",3.0,115033,16934.0,Crime Drama 
118,If Lucy Fell (1996),2.5,116606,10324.0,Comedy Romance 
119,"Steal Big, Steal Little (1995)",3.0,114536,78406.0,Comedy 
121,"Boys of St. Vincent, The (1992)",4.0,106473,32119.0,Drama 
122,Boomerang (1992),2.66,103859,11066.0,Comedy Romance dating
123,Chungking Express (Chung Hing sam lam) (1994),4.38,109424,11104.0,Drama Mystery Romance 
125,Flirting With Disaster (1996),3.58,116324,2074.0,Comedy 
126,"NeverEnding Story III, The (1994)",2.0,110647,27793.0,Adventure Children Fantasy 
128,Jupiter's Wife (1994),3.0,110217,290157.0,Documentary 
129,Pie in the Sky (1996),2.0,114131,110972.0,Comedy Romance 
132,Jade (1995),2.83,113451,11863.0,Thriller 
135,Down Periscope (1996),2.95,116130,9101.0,Comedy 
137,Man of the Year (1995),3.0,113756,5757.0,Documentary 
140,Up Close and Personal (1996),3.5,118055,9302.0,Drama Romance journalism
141,"Birdcage, The (1996)",3.49,115685,11000.0,Comedy 
144,"Brothers McMullen, The (1995)",3.33,112585,16388.0,Comedy 
145,Bad Boys (1995),3.25,112442,9737.0,Action Comedy Crime Drama Thriller 
146,"Amazing Panda Adventure, The (1995)",3.33,112342,30765.0,Adventure Children 
147,"Basketball Diaries, The (1995)",3.47,112461,10474.0,Drama Leonardo DiCaprio Mark Wahlberg addiction heroin
148,"Awfully Big Adventure, An (1995)",5.0,112427,22279.0,Drama 
149,Amateur (1994),2.0,109093,30157.0,Crime Drama Thriller 
150,Apollo 13 (1995),3.85,112384,568.0,Adventure Drama IMAX NASA moon space
151,Rob Roy (1995),3.55,114287,11780.0,Action Drama Romance War 
152,"Addiction, The (1995)",1.5,112288,34996.0,Drama Horror 
153,Batman Forever (1995),2.92,112462,414.0,Action Adventure Comedy Crime superhero
154,Beauty of the Day (Belle de jour) (1967),3.88,61395,649.0,Drama 
155,Beyond Rangoon (1995),2.42,112495,1873.0,Adventure Drama War 
156,Blue in the Face (1995),3.33,112541,5894.0,Comedy Drama 
157,Canadian Bacon (1995),2.86,109370,1775.0,Comedy War 
158,Casper (1995),2.81,112642,8839.0,Adventure Children 
159,Clockers (1995),2.89,112688,20649.0,Crime Drama Mystery 
160,Congo (1995),2.88,112715,10329.0,Action Adventure Mystery Sci-Fi Michael Crichton
161,Crimson Tide (1995),3.64,112740,8963.0,Drama Thriller War submarine
162,Crumb (1994),4.21,109508,26564.0,Documentary In Netflix queue
163,Desperado (1995),3.56,112851,8068.0,Action Romance Western 
164,Devil in a Blue Dress (1995),3.32,112857,8512.0,Crime Film-Noir Mystery Thriller 
165,Die Hard: With a Vengeance (1995),3.56,112864,1572.0,Action Crime Thriller 
166,"Doom Generation, The (1995)",2.83,112887,13552.0,Comedy Crime Drama 
168,First Knight (1995),3.08,113071,6520.0,Action Drama Romance 
169,Free Willy 2: The Adventure Home (1995),2.4,113114,9073.0,Adventure Children Drama 
170,Hackers (1995),3.23,113243,10428.0,Action Adventure Crime Thriller 
171,Jeffrey (1995),3.83,113464,17447.0,Comedy Drama 
172,Johnny Mnemonic (1995),2.68,113481,9886.0,Action Sci-Fi Thriller 
173,Judge Dredd (1995),2.67,113492,9482.0,Action Crime Sci-Fi 
174,Jury Duty (1995),2.7,113500,19326.0,Comedy 
175,Kids (1995),3.98,113540,9344.0,Drama New York City Nudity (Full Frontal) controversial
176,Living in Oblivion (1995),4.31,113677,9071.0,Comedy 
177,Lord of Illusions (1995),2.75,113690,8973.0,Horror 
178,Love & Human Remains (1993),1.0,107447,15730.0,Comedy Drama 
179,Mad Love (1995),1.5,113729,47608.0,Drama Romance 
180,Mallrats (1995),3.4,113749,2293.0,Comedy Romance 
181,Mighty Morphin Power Rangers: The Movie (1995),2.26,113820,9070.0,Action Children 
183,Mute Witness (1994),3.5,110604,48787.0,Comedy Horror Thriller 
184,Nadja (1994),3.5,110620,34574.0,Drama 
185,"Net, The (1995)",3.04,113957,1642.0,Action Crime Thriller computers
186,Nine Months (1995),2.82,113986,11472.0,Comedy Romance 
187,Party Girl (1995),4.12,114095,36196.0,Comedy 
188,"Prophecy, The (1995)",3.46,114194,11980.0,Fantasy Horror Mystery 
189,Reckless (1995),3.0,114241,58372.0,Comedy Fantasy 
190,Safe (1995),2.8,114323,32646.0,Thriller 
191,"Scarlet Letter, The (1995)",2.42,114345,10533.0,Drama Romance 
193,Showgirls (1995),2.47,114436,10802.0,Drama 
194,Smoke (1995),3.67,114478,10149.0,Comedy Drama 
195,Something to Talk About (1995),3.1,114496,18402.0,Comedy Drama Romance 
196,Species (1995),2.67,114508,9348.0,Horror Sci-Fi 
198,Strange Days (1995),3.25,114558,281.0,Action Crime Drama Mystery Sci-Fi Thriller 
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",4.12,58450,5967.0,Drama Musical Romance Made me cry
201,Three Wishes (1995),3.0,114663,47939.0,Drama Fantasy 
202,Total Eclipse (1995),3.0,114702,36834.0,Drama Romance 
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",3.43,114682,9090.0,Comedy 
204,Under Siege 2: Dark Territory (1995),2.72,114781,3512.0,Action 
205,Unstrung Heroes (1995),3.17,114798,52856.0,Comedy Drama 
206,Unzipped (1995),3.0,114805,77350.0,Documentary 
207,"Walk in the Clouds, A (1995)",3.43,114887,9560.0,Drama Romance 
208,Waterworld (1995),2.91,114898,9804.0,Action Adventure Sci-Fi 
209,White Man's Burden (1995),3.17,114928,31611.0,Drama 
210,Wild Bill (1995),3.0,114938,65796.0,Western 
211,"Browning Version, The (1994)",3.5,109340,49805.0,Drama 
212,Bushwhacked (1995),3.0,112602,26258.0,Adventure Comedy Crime Mystery 
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),3.83,111579,50797.0,Drama 
214,Before the Rain (Pred dozhdot) (1994),4.0,110882,19155.0,Drama War 
215,Before Sunrise (1995),4.04,112471,76.0,Drama Romance generation X
216,Billy Madison (1995),3.33,112508,11017.0,Comedy Adam Sandler school stop looking at me swan
217,"Babysitter, The (1995)",2.33,112438,37141.0,Drama Thriller 
218,Boys on the Side (1995),3.43,112571,9382.0,Comedy Drama 
219,"Cure, The (1995)",3.0,112757,6715.0,Drama 
220,Castle Freak (1995),3.0,112643,18256.0,Horror 
222,Circle of Friends (1995),3.75,112679,22625.0,Drama Romance Ireland
223,Clerks (1994),3.86,109445,2292.0,Comedy cynical generation X hilarious independent film quirky witty
224,Don Juan DeMarco (1995),3.61,112883,1909.0,Comedy Drama Romance mental illness psychology
225,Disclosure (1994),3.54,109635,8984.0,Drama Thriller 
227,Drop Zone (1994),2.86,109676,4954.0,Action Thriller 
228,Destiny Turns on the Radio (1995),2.33,112854,62488.0,Comedy 
229,Death and the Maiden (1994),3.43,109579,10531.0,Drama Thriller 
230,Dolores Claiborne (1995),3.4,109642,11929.0,Drama Thriller Stephen King
231,Dumb & Dumber (Dumb and Dumber) (1994),3.06,109686,8467.0,Adventure Comedy 
232,Eat Drink Man Woman (Yin shi nan nu) (1994),3.89,111797,10451.0,Comedy Drama Romance In Netflix queue
233,Exotica (1994),3.5,109759,20156.0,Drama 
234,Exit to Eden (1994),2.59,109758,18395.0,Comedy 
235,Ed Wood (1994),3.68,109707,522.0,Comedy Drama movie business
236,French Kiss (1995),3.48,113117,397.0,Action Comedy Romance 
237,Forget Paris (1995),3.34,113097,10525.0,Comedy Romance France basketball infertility
238,Far From Home: The Adventures of Yellow Dog (1995),4.0,113028,27985.0,Adventure Children 
239,"Goofy Movie, A (1995)",3.0,113198,15789.0,Animation Children Comedy Romance 
240,Hideaway (1995),2.38,113303,27303.0,Thriller 
241,Fluke (1995),4.0,113089,21183.0,Children Drama 
242,Farinelli: il castrato (1994),3.6,109771,10954.0,Drama Musical 
243,Gordy (1995),3.0,113199,47867.0,Children Comedy Fantasy 
246,Hoop Dreams (1994),4.29,110057,14275.0,Documentary basketball
247,Heavenly Creatures (1994),3.93,110005,1024.0,Crime Drama Australia
248,Houseguest (1994),3.18,110066,17207.0,Comedy Sinbad bad
249,Immortal Beloved (1994),3.72,110116,13701.0,Drama Romance Beethoven
250,Heavyweights (Heavy Weights) (1995),2.5,110006,14819.0,Children Comedy 
251,"Hunted, The (1995)",3.0,113360,32631.0,Action 
252,I.Q. (1994),3.45,110099,11777.0,Comedy Romance Einstein
253,Interview with the Vampire: The Vampire Chronicles (1994),3.46,110148,628.0,Drama Horror 
254,Jefferson in Paris (1995),3.0,113463,87729.0,Drama 
255,"Jerky Boys, The (1995)",2.07,110189,18713.0,Comedy 
256,Junior (1994),2.83,110216,6280.0,Comedy Sci-Fi 
257,Just Cause (1995),3.5,113501,9061.0,Mystery Thriller court
258,"Kid in King Arthur's Court, A (1995)",2.6,113538,37108.0,Adventure Children Comedy Fantasy Romance 
259,Kiss of Death (1995),3.2,113552,6071.0,Crime Drama Thriller 
260,Star Wars: Episode IV - A New Hope (1977),4.23,76759,11.0,Action Adventure Sci-Fi EPIC Nerd ROBOTS AND ANDROIDS Star Wars action classic classic sci-fi darth vader engrossing adventure great soundtrack luke skywalker oldie but goodie sci-fi space space action space adventure space epic space opera
261,Little Women (1994),3.88,110367,9587.0,Drama Louisa May Alcott
262,"Little Princess, A (1995)",3.9,113670,19101.0,Children Drama England Girl Power India
263,Ladybird Ladybird (1994),4.0,110296,49980.0,Drama 
265,Like Water for Chocolate (Como agua para chocolate) (1992),3.94,103994,18183.0,Drama Fantasy Romance 
266,Legends of the Fall (1994),3.4,110322,4476.0,Drama Romance War Western 
267,Major Payne (1995),2.94,110443,11008.0,Comedy 
269,My Crazy Life (Mi vida loca) (1993),3.0,107566,32325.0,Drama 
270,Love Affair (1994),3.4,110391,43742.0,Drama Romance 
271,Losing Isaiah (1995),3.5,113691,28313.0,Drama 
272,"Madness of King George, The (1994)",3.76,110428,11318.0,Comedy Drama England mental illness
273,Mary Shelley's Frankenstein (Frankenstein) (1994),2.95,109836,3036.0,Drama Horror Sci-Fi gothic
274,Man of the House (1995),2.93,113755,40490.0,Comedy 
275,Mixed Nuts (1994),2.0,110538,24070.0,Comedy 
276,Milk Money (1994),3.25,110516,8986.0,Comedy Romance 
277,Miracle on 34th Street (1994),3.22,110527,10510.0,Drama Christmas
278,Miami Rhapsody (1995),1.5,113808,17402.0,Comedy 
279,My Family (1995),3.0,113896,38722.0,Drama In Netflix queue
280,Murder in the First (1995),4.08,113870,8438.0,Drama Thriller prison
281,Nobody's Fool (1994),3.79,110684,11593.0,Comedy Drama Romance 
282,Nell (1994),3.34,110638,1945.0,Drama disability twins
283,New Jersey Drive (1995),3.67,113967,39310.0,Crime Drama 
284,New York Cop (Nyû Yôku no koppu) (1993),4.5,117169,109560.0,Action Crime 
285,Beyond Bedlam (1993),4.0,106402,56428.0,Drama Horror 
287,Nina Takes a Lover (1994),3.0,110671,131957.0,Comedy Romance 
288,Natural Born Killers (1994),3.23,110632,241.0,Action Crime Thriller brutality controversial dark comedy psychedelic satire stylized
289,Only You (1994),3.56,110737,9058.0,Comedy Romance 
290,Once Were Warriors (1994),4.04,110729,527.0,Crime Drama In Netflix queue
291,Poison Ivy II (1996),2.33,114151,18220.0,Drama Thriller 
292,Outbreak (1995),3.43,114069,6950.0,Action Drama Sci-Fi Thriller 
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.02,110413,101.0,Action Crime Drama Thriller Action French Gary Oldman Guns Jean Reno Lolita theme Luc Besson Natalie Portman assassin assassination assassins awkward romance corruption crime disturbing drama friendship great acting hit men hitman humorous imdb top 250 loneliness love story organized crime police police corruption quirky sniper tense touching unique
294,"Perez Family, The (1995)",3.0,114113,63020.0,Comedy Romance 
295,"Pyromaniac's Love Story, A (1995)",3.0,114210,2307.0,Comedy Romance 
296,Pulp Fiction (1994),4.2,110912,680.0,Comedy Crime Drama Thriller 1990s AWESOME Black comedy Harvey Keitel Highly quotable John Travolta Mafia Palme d'Or Quentin Tarantino Quotable Roger Avary Samuel L. Jackson Steve Buscemi Tarantino Uma Thurman achronological action action packed aggressive amazing amazing dialogues anthology assassin atmospheric bad ass bad language bad-ass bible biblical references big boys with guns big name actors black humor black humour blood blood splatters bloody bruce willis brutality casual violence character development characters classic classic movie coke comedy conversation cool cool style crime crime scene scrubbing cult cult classic cult film dance dancing dark dark comedy dark humor dialogue different diner disjointed timeline disturbing drama drug overdose drugs drugs & music ensemble cast entertaining entirely dialogue episodic exciting fast paced fast-paced film noir film-noir foul language fun funny gangster gangsters genius golden watch good dialogue good music gore great acting great dialogue great soundtrack gritty guns heroin hit men hitman homosexuality humour iconic imdb top 250 innovative intellectual intelligent intense interesting intertwining storylines interwoven storylines ironic irony killer-as-protagonist los angeles masterpiece meaningless violence milkshake mobster mobsters monologue motherfucker multiple stories multiple storylines neo-noir noir non-linear non-linear timeline nonlinear nonlinear narrative nonlinear storyline nonlinear timeline notable soundtrack offensive organised crime organized crime original original plot out of order parody philosophical pop culture references psychological pulp quirky r:disturbing violent content including rape r:disturbing violent images r:graphic sexuality r:some violence r:strong bloody violence r:strong language r:sustained strong stylized violence r:violence random rape retro royal with cheese sarcasm satire sexy smart writing sophisticated soundtrack splatter storytelling stylish stylized suspense thought-provoking thriller travolta twist ending unique unpredictable unusual very funny violence violent witty
298,Pushing Hands (Tui shou) (1992),2.0,105652,25296.0,Drama 
299,Priest (1994),4.0,110889,40156.0,Drama 
300,Quiz Show (1994),3.52,110932,11450.0,Drama TV
301,Picture Bride (Bijo photo) (1994),4.0,114129,30304.0,Drama Romance 
302,"Queen Margot (Reine Margot, La) (1994)",3.2,110963,10452.0,Drama Romance 
303,"Quick and the Dead, The (1995)",2.95,114214,12106.0,Action Thriller Western 
304,Roommates (1995),3.67,114296,161495.0,Comedy Drama 
305,Ready to Wear (Pret-A-Porter) (1994),2.83,110907,3586.0,Comedy 
306,Three Colors: Red (Trois couleurs: Rouge) (1994),4.22,111495,110.0,Drama 
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),3.9,108394,108.0,Drama Death
308,Three Colors: White (Trzy kolory: Bialy) (1994),4.03,111507,109.0,Comedy Drama cynical marriage
310,Rent-a-Kid (1995),3.0,114268,36357.0,Comedy 
311,Relative Fear (1994),3.0,110965,92769.0,Horror Thriller 
312,Stuart Saves His Family (1995),1.44,114571,28033.0,Comedy 
313,"Swan Princess, The (1994)",3.33,111333,22586.0,Animation Children 
314,"Secret of Roan Inish, The (1994)",3.75,111112,14334.0,Children Drama Fantasy Mystery 
315,"Specialist, The (1994)",3.08,111255,2636.0,Action Drama Thriller 
316,Stargate (1994),3.38,111282,2164.0,Action Adventure Sci-Fi time travel
317,"Santa Clause, The (1994)",3.2,111070,11395.0,Comedy Drama Fantasy Christmas
318,"Shawshank Redemption, The (1994)",4.43,111161,278.0,Crime Drama Morgan Freeman Stephen King prison wrongful imprisonment
319,Shallow Grave (1994),3.6,111149,9905.0,Comedy Drama Thriller 
320,Suture (1993),3.0,108260,87078.0,Film-Noir Thriller 
321,Strawberry and Chocolate (Fresa y chocolate) (1993),4.0,106966,12527.0,Drama 
322,Swimming with Sharks (1995),3.55,114594,20306.0,Comedy Drama 
324,"Sum of Us, The (1994)",4.0,111309,36614.0,Comedy Drama 
325,National Lampoon's Senior Trip (1995),2.5,113936,27993.0,Comedy 
326,To Live (Huozhe) (1994),4.0,110081,31439.0,Drama In Netflix queue
327,Tank Girl (1995),2.82,114614,9067.0,Action Comedy Sci-Fi 
328,Tales from the Crypt Presents: Demon Knight (1995),3.15,114608,9059.0,Horror Thriller 
329,Star Trek: Generations (1994),3.39,111280,193.0,Adventure Drama Sci-Fi Enterprise
330,Tales from the Hood (1995),3.0,114609,25066.0,Action Crime Horror 
331,Tom & Viv (1994),3.0,111454,46797.0,Drama 
332,Village of the Damned (1995),2.83,114852,12122.0,Horror Sci-Fi 
333,Tommy Boy (1995),3.78,114694,11381.0,Comedy 
334,Vanya on 42nd Street (1994),4.2,111590,32636.0,Drama 
335,Underneath (1995),3.5,114788,36141.0,Mystery Thriller 
336,"Walking Dead, The (1995)",3.0,114888,95963.0,Drama War 
337,What's Eating Gilbert Grape (1993),3.77,108550,1587.0,Drama mental illness
338,Virtuosity (1995),2.84,114857,9271.0,Action Sci-Fi Thriller serial killer
339,While You Were Sleeping (1995),3.47,114924,2064.0,Comedy Romance coma
340,"War, The (1994)",3.4,111667,19855.0,Adventure Drama War 
341,Double Happiness (1994),4.0,109655,60855.0,Drama 
342,Muriel's Wedding (1994),3.27,110598,236.0,Comedy Australia weddings
343,"Baby-Sitters Club, The (1995)",2.9,112435,48287.0,Children 
344,Ace Ventura: Pet Detective (1994),3.04,109040,3049.0,Comedy 
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",3.6,109045,2759.0,Comedy Drama cross dressing men in drag remade
346,Backbeat (1993),3.5,106339,12635.0,Drama Musical 
347,Bitter Moon (1992),3.5,104779,10497.0,Drama Film-Noir Romance 
348,Bullets Over Broadway (1994),3.58,109348,11382.0,Comedy 
349,Clear and Present Danger (1994),3.6,109444,9331.0,Action Crime Drama Thriller Tom Clancy
350,"Client, The (1994)",3.39,109446,10731.0,Drama Mystery Thriller John Grisham
351,"Corrina, Corrina (1994)",3.18,109484,10464.0,Comedy Drama Romance interracial romance
352,Crooklyn (1994),2.5,109504,34152.0,Comedy Drama 
353,"Crow, The (1994)",3.61,109506,9495.0,Action Crime Fantasy Thriller 
354,Cobb (1994),3.33,109450,29973.0,Drama 
355,"Flintstones, The (1994)",2.36,109813,888.0,Children Comedy Fantasy 
356,Forrest Gump (1994),4.16,109830,13.0,Comedy Drama Romance War Vietnam bittersweet bubba gump shrimp emotional heartwarming lieutenant dan shrimp stupid is as stupid does touching
357,Four Weddings and a Funeral (1994),3.52,109831,712.0,Comedy Romance wedding
358,Higher Learning (1995),2.67,113305,16295.0,Drama 
359,I Like It Like That (1994),3.0,110091,48992.0,Comedy Drama Romance 
360,I Love Trouble (1994),2.69,110093,10879.0,Action Comedy 
361,It Could Happen to You (1994),3.06,110167,10660.0,Comedy Drama Romance gambling
362,"Jungle Book, The (1994)",3.53,110213,10714.0,Adventure Children Romance 
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",4.0,107472,41647.0,Documentary Holocaust In Netflix queue
364,"Lion King, The (1994)",3.94,110357,8587.0,Adventure Animation Children Drama Musical IMAX Disney Disney animated feature Oscar (Best Music - Original Score) soundtrack
365,Little Buddha (1993),3.25,107426,1689.0,Drama 
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",2.92,111686,11596.0,Drama Horror Mystery Thriller 
367,"Mask, The (1994)",3.18,110475,854.0,Action Comedy Crime Fantasy 
368,Maverick (1994),3.5,110478,9359.0,Adventure Comedy Western 
369,Mrs. Parker and the Vicious Circle (1994),4.0,110588,23333.0,Drama 
370,Naked Gun 33 1/3: The Final Insult (1994),3.06,110622,36593.0,Action Comedy 
371,"Paper, The (1994)",3.31,110771,12280.0,Comedy Drama journalism
372,Reality Bites (1994),2.76,110950,2788.0,Comedy Drama Romance 
373,Red Rock West (1992),3.64,105226,10427.0,Thriller 
374,Richie Rich (1994),2.2,110989,11011.0,Children Comedy 
376,"River Wild, The (1994)",3.25,110997,8987.0,Action Thriller 
377,Speed (1994),3.53,111257,1637.0,Action Romance Thriller bus
378,Speechless (1994),2.79,111256,15128.0,Comedy Romance 
379,Timecop (1994),2.5,111438,8831.0,Action Sci-Fi Thriller 
380,True Lies (1994),3.5,111503,36955.0,Action Adventure Comedy Romance Thriller spies
